id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
165,Broomberg,Adam,Adam Broomberg,Spirit is a Bone,MACK,2015,21.0,16.5,3.0,Hardcover,240,,9781910164181,,"Adam Broomberg (Author), Oliver Chanarin (Author)",false,,"series of portraits, which includes Pussy Riot member Yekaterina Samutsevic and many other Moscow citizens, were created by a machine: a facial recognition system recently developed in Moscow for public security and border control surveillance. The result is more akin to a digital life mask than a photograph; a three-dimensional facsimile of the face that can be easily rotated and closely scrutinised. - What is significant about this camera is that it is designed to make portraits without the co-operation of the subject; four lenses operating in tandem to generate a full frontal image of the face, ostensibly looking directly into the camera, even if the subject himself is unaware of being photographed. - The system was designed for facial recognition purposes in crowded areas such as subway stations, railroad stations, stadiums, concert halls or other public areas but also for photographing people who would normally resist being photographed. Indeed any subject encountering this type of camera is rendered passive, because no matter which direction he or she looks, the face is always rendered looking forward and stripped bare of shadows, make-up, disguises or even poise. - Co-opting this device, Broomberg & Chanarin have constructed their own taxonomy of portraits in contemporary Russia that rely heavily on the oeuvre of two 20th Century German artists. August Sander produced over 300 portraits of archetypal German workers during the Weimar Republic – from the baker to the philosopher to the revolutionary. His project, to create a comprehensive archive of society, was conceptually and formally rigorous. His subjects are positioned centre frame. Always looking into camera. Always heroic in relation to the lens. But the result, retrospectively viewed through the lens of the 2nd World War becomes unexpectedly melancholic, even sinister. - ander's contemporary, Helmar Lerski, also categorised his subjects according to profession. Lerski however rejected the singular, heroic, full body portrait. Instead he insisted on repetitive close-ups that convey a powerful sense of claustrophobia; and always multiple views of the same faces shown from different viewpoints. Unlike Sander's humanistic approach, Lerski insisted that you could tell nothing from the surface of the skin. -Echoing both Sander's and Lerski's projects, Broomberg & Chanarin have made a series of portraits cast according to professions. But their portraits are produced with this new technology, with little if any human interaction. They are low resolution and fragmented. The success of these images are determined by how precisely this machine can identify its subject: the characteristics of the nose, the eyes, the chin, and how these three intersect. Nevertheless they cannot help being portraits of individuals, struggling and often failing to negotiate a civil contract with state power.",http://www.broombergchanarin.com/,https://mackbooks.co.uk,Individual Photographer Monographs,Surveillance Index,,,,"Hudson Street Library, NYC",,/assets/images/books/Broomberg_Spirit_is_a_Bone_9781910164181.jpg
166,Broomberg,Adam,Adam Broomberg,Holy Bible,MACK,,21.7,16.2,4.0,Hardcover,786,check edition info. Out of print,9781907946417,,,false,,"For their version of the Holy Bible, Adam Broomberg and Oliver Chanarin mined the Archive of Modern Conflict with philosopher Adi Ophir’s central tenet in mind: that God reveals himself predominantly through catastrophe. The format of Broomberg and Chanarin’s illustrated Holy Bible mimics both the precise structure and the physical form of the King James version. By allowing elements of the original text to guide their image selection, the artists explore themes of authorship, and the unspoken criteria used to determine acceptable evidence of conflict. Inspired in part by the annotations and images Bertolt Brecht added to his own personal bible, Broomberg and Chanarin’s publication questions the clichés at play within the visual representation of conflict.",http://www.broombergchanarin.com/,https://mackbooks.co.uk,Individual Photographer Monographs,,,,,"Hudson Street Library, NYC",,
167,Broomberg,Adam,Adam Broomberg,Scarti,Trolley Books,2013,24.8,21.0,0.6,Hardcover,64,,9781907112461,,,false,,,http://www.broombergchanarin.com/,https://trolleybooks.com,Individual Photographer Monographs,,,,,"Hudson Street Library, NYC",,
168,Broomberg; Oliver Chanarin,Adam,Adam Broomberg; Oliver Chanarin,People in Trouble Laughing Pushed to the Ground Songbook,Mack,2011,23.5,21.0,3.0,Hardcover,416,First Edition,9781907946042,,,false,,"Photographers Adam Broomberg and Oliver Chanarin dove into the Belfast Exposed photography archive and created a photobook called ""People in Trouble, Laughing, Pushed to the Ground"" published by Mack. The archive was founded in 1983 and contains over half a million images, from which over 14,000 black-and-white contact sheets documenting the Troubles in Northern Ireland. These photos were taken by professional and amateur photographers and were censored by the governement. As a reponse to that, Belfast Exposed started to collect all these images, not only showing protest and terror but also people drinking, kissing and smoking.",http://www.broombergchanarin.com/,https://mackbooks.co.uk,Individual Photographer Monographs,,,,SI,"Hudson Street Library, NYC",,
169,Brown,Polly,Polly Brown,Plants,Pau Pau Publications,,,,,,,,,,,false,,,,,,,,,,,,
170,Brown,Cecily,Cecily Brown,Cecily Brown,Gagosian; Rizzoli,2012,28.7,28.6,3.2,Hardcover,264,Out of print,9780847830923,Dore Ashton (Author),"Lari Pittman (Contributor), Gagosian Gallery (Contributor)",false,,"Presenting a world that pulses with excesses and appetites, Cecily Brown explores the breadth of human experience in her tactile oil paintings. Broadly inspired by the history of painting—from Rubens and Veronese to the muscular expressionism of Willem de Kooning—Cecily Brown's personal vision transcends classical notions of genre and narrative, freeing her subject matter from its original context and positioning it within a new aesthetic reality. Submerged within her vigorous gestural abstractions are scenes in which tangles of flesh dissolve into sensuous textures. Eschewing fixed meaning, Brown's paintings reflect the flux of life through fragmentary glimpses of form. This volume is published on the occasion of an exhibition of new paintings by the artist held in November 2011 at the Gagosian Gallery in Rome.",http://cecilybrown.com/,https://gagosian.com/,Art,,,,,Clipper,,/assets/images/books/Brown_Cecily_Brown_9780847830923.jpg
171,Brown,Cecily,Cecily Brown,Cecily Brown: Rehearsal,The Drawing Center,2016,,,,Paperback,143,,9780942324990,Claire Gilman,David Salle,false,,"Where Cecily Brown’s canvases revel in the visceral immediacy of paint, her drawings offer fragmentary motifs that build upon and undo each other. In conjunction with Cecily Brown: Rehearsal, the first exhibition dedicated to her drawings, Drawing Papers 128 features color illustrations of each work in the exhibition, including more than eighty small drawings, large-scale works, and sketchbooks. Arranged by theme, the volume guides readers through Brown’s repeated—and rehearsed—motifs.",http://cecilybrown.com/,https://drawingcenter.org,,,"Collections, Catalogs & Exhibitions",,,Clipper,,/assets/images/books/Brown_Cecily_Brown_Rehearsal_9780942324990.jpg
172,Brown,Cecily,Cecily Brown,Cecily Brown & Jim Lewis: The English Garden,KARMA,2015,17.1,15.9,,Hardcover,72,Out of Print,9781942607038,"Lewis, Jim",,false,,"Like nature, only better. Nature with all the awkward bits smoothed out. And then picturesque, like a landscape painting,"" states Jim Lewis' protagonist, defining an English garden in Cecily Brown's newest book of paintings. An imaginative pas de deux, The English Garden sees British painter Brown (born 1969) and American writer Lewis (born 1963) contribute acutely detailed and darkly sensuous allusions to the traditional 18th-century English landscape garden. Thirty-nine of Brown's paintings are interspersed throughout this compact hardcover publication as tipped-in images. The largely abstract works, with glimpses of figurative elements, are a dichotomy of warm and subdued strokes of color, each containing an expansive landscape unto itself. Novelist and critic Jim Lewis' story transports the reader to the English countryside and investigates the seductive pull of the natural world in tandem with Brown's paintings. Combining two major voices in contemporary literature and painting, this volume is a truly",http://cecilybrown.com/,https://karmakarma.org,Art,,,,,Clipper,,/assets/images/books/Brown_Cecily_Brown_Jim_Lewis_The_English_Garden_9781942607038.jpg
173,Brown,Cecily,Cecily Brown,The English Garden,Jim Lewis,,,,,,,,,,,false,,,,,,,,,,,,
174,Bruce of Los Angeles,,Bruce of Los Angeles,Rodeo,,,,,,,,,,,,false,,,,,,,,,,,,
175,Bruce of Los Angeles,Daniel,Daniel Bruce of Los Angeles,Rodeo,,,,,,,,,,,,false,,,,,,,,,,,,
176,Burchfield,Charles,Charles Burchfield,,,,,,,,,,,,,false,,,,,,,,,,,,
177,Burckhardt,Rudy,Rudy Burckhardt,,,,,,,,,,,,,false,,,,,,,,,,,,
178,Burckhardt,Rudy,Rudy Burckhardt,An Exhibition Catalog,,,,,,,"Exhibition catalog Ivam Centre , Sept '98",9788448218522,,,false,,,,,,,,,,,,,
179,Burnett,Katie,Katie Burnett,Cabin Fevr,APE (Art Paper Editions),2021,17.0,22.0,,Softcover,50,"500, Japanese binding, ills colour, poster dustjacket",9789493146648,,,false,,"Cabin Fever is the first publication of New-York based artist Katie Burnett, and was developed in a very playful and intuitive way. Burnett investigated the possibilities of her own environment and self. Cabin Fever is a 80-page photographic display of self-portraiture, but not the usual kind. Within the title, Burnett messes with contrast and composition to vast extremes, meaning that sometimes her imagery becomes unrecognisable. Other times, one can plainly see that her two cats are in the picture, or that she used rubber bands, ramen noodles, sprinklers and everyday household items to merge into her abstract vision. Moving and making go hand in hand in Burnetts way of working, and she shows the viewer how the medium of photography can be pure joy.",,https://artpapereditions.org/,Individual Photographer Monographs,,,,,"Hudson Street Library, NYC",,/assets/images/books/Burnett_Cabin_Fevr_9789493146648.jpg
180,Bush,Carder,Carder Bush,Cathy John,,1986,,,,Hardcover,,"1st, Signed. First edition, one of 500 copies printed. 8vo; unpaged; illustrated from photographs of Kate Bush by the author. Rare",,,,false,,,http://www.amazon.com/Cathy-John-Carder-Bush/dp/075155989X/ref=sr_1_1?s=books&ie=UTF8&qid=1463921782&sr=1-1&keywords=Cathy++kate+bush,,,,,,,,,
181,Bush,Lewis,Lewis Bush,Metropole,,2015,,,,,,,,,,false,,,,,,,,,,,,
182,C,,,C,,,,,,,,,,,,false,,,,,,,,,,,,
183,Caballero,Antonio,Antonio Caballero,Las Rutas de la Pasión (The Routes of Passion / Les Routes de la Passion),TOLUCA,2005,26.5,19.5,2.3,Hardcover,,,9782952244220,,,false,,,,,,,,,,,,/assets/images/books/Caballero_Las_Rutas_de_la_Pasi_n_The_Routes_of_Passion_Les_Routes_de_la_Passion_9782952244220.jpg
184,Caballero,Antonio,Antonio Caballero,Routes de la passion,Galería López Quiroga,2005,,,,,215,Illistrated,,,,false,,,,,,General,,,,,,
185,Cabrall,Mary Lynn,Mary Lynn Cabrall,Nudie:The Rodeo Tailor,Gibbs Smith,2004,,,,,160,,9781586853815,,,false,,,,,,,,,,,,/assets/images/books/Cabrall_Nudie_The_Rodeo_Tailor_9781586853815.jpg
186,Cairns,Mitch,Mitch Cairns,The Readers Voice,Gang Atelier,2016,30.0,21.0,,Paperback,,500,,,,false,,"Somewhere between cartoons, writing, and concrete poetry, these collages by Mitch Cairns are inspired by all these forms, and by music. As with his painting, he imposes limits that paradoxically allow freer expression; for example using French, a language he doesn’t speak, or letters to make images. Cairns plays with thoughts, ideas and memories with great economy and wit, using the now-defunct Letraset, and Zazzle stickers of images from a personal archive. - Heide Museum of Modern Art",,,,,,,,Clipper,,
187,Cairns,Antony,Antony Cairns,LDN E1,Self published,2015,,,,,,,,,,false,,,,,,,,,,,,
188,Calder,,Calder,Calder by Matter,Cahiers D'Art,,,,,,,,,,,false,,,,https://www.cahiersdart.com/,,,,,,,,
189,Calderon,Miguel,Miguel Calderon,El Triángulo Perfecto,,,,,,,,,,,,false,,,,,,,,,,,,
190,Calle,Sophie,Sophie Calle,Take Care of Yourself,Dis Voir/Actes Sud,2007,30.3,21.5,3.7,Hardcover,424,Nov Har/Dv edition (,9782742768936,,,false,,,,,,,,,,,,/assets/images/books/Calle_Take_Care_of_Yourself_9782742768936.jpg
191,Calle,Sophie,Sophie Calle,Blind,Actes Sud,2012,,,,,,Braille edition,,,,false,,,,,,,,,,,,
192,Calle,Sophie,Sophie Calle,"Rachel, Monique..",Editions Xavier Barral,2017,,,,,,Bilingual edition,,,,false,,,,,,,,,,,,
193,Calle,Sophie,Sophie Calle,Ghosts,Actes Sud,2013,,,,,,,,,,,false,,,,,,,,,,,
194,Calle,Sophie,Sophie Calle,Hasselblad Awards 2010,Steidl,2010,,,,,,,,,,false,,,,https://steidl.de/,,,,,,,,
195,Calle,Sophie,Sophie Calle,True Stories,Actes Sud,,19.9,11.0,1.8,,,,,,,false,,,,,,,,,,,,
196,Calle,Sophie,Sophie Calle,The Address Book,Siglo,2012,19.1,13.3,1.3,,,,9780979956294,,,false,,,,,,,,,,,,/assets/images/books/Calle_The_Address_Book_9780979956294.jpg
197,Calle,Sophie,Sophie Calle,Voir la mer,Actes Sud,2014,,,,,,Braille edition,,,,false,,,,,,,,,,,,
198,Campany,David,David Campany,Gasoline,MACK,2008,,,,,,First Edition,,,,false,,,,https://mackbooks.co.uk,,,,,,,,
199,Campell,Scott,Scott Campell,"If You Don’t Belong, Don’t Be Long,",OHWOW,,,,,,,,,,,false,,,,,,,,,,,,
200,Carland,Tammy Rae,Tammy Rae Carland,Some of Us Did Not Die,Tammy Rae Carland & Land and Sea,2015,,,,,280,First Pressing of 100,,,,false,,,,,,,,,,,,
201,Carlsen,Asger,Asger Carlsen,3 Projects,CLASSIC Paris,2016,27.0,20.0,,Softcover,32,First edition of 300 copies,9782953699760,,,false,,"Co-published by Galerie Olivier Robert and CLASSIC Paris. Softcover with silicon band, staple bound. Features 32 pages of black-and-white offset printed photography showcasing three distinct photographic projects by Asger Carlsen.",https://www.asgercarlsen.com/,,,,,,,"Hudson Street Library, NYC",,/assets/images/books/Carlsen_3_Projects_9782953699760.jpeg
202,Carpani,Federico,Federico Carpani,MAA (signed),,,,,,,,,,,,false,,,,,,,,,,,,
203,Carroll,Mary Ellen,Mary Ellen Carroll,"MEC,","Steidl, MACK",2010,,,,Softcover,360,"1st Edition, Out of Print",9783865216182,,,false,,"Despite an oeuvre spanning more than 20 years and a disavowal of any signature style, Mary Ellen Carroll has throughout her career been investigating a single, fundamental question: What is a work of art? The resulting multifarious, provocative and often wry outpouring in architecture, writing, performance, photography, filmmaking, printmaking, sculpture and painting has been collected into this book--the New York conceptual artist's long-awaited first monograph. Carroll's work interrogates the relationship between subjectivity, language and power; at its core is a dedication to political and social critique. The touchstones of her practice are the double, the imitation and the copy, and these motifs are applied to a range of ends--from conjuring the unheimlich to probing the means of distribution and interpretation of the work of art. A Carroll piece may involve something as seemingly effortless as trademarking an idea by another artist or as complex and bold as walking out the door penniless with only her passport and the clothes on her back to spend six weeks in a foreign country. Carroll imbues all her work with a strong performative element; even a new opus, involving the rotation of a Houston tract home on its foundation, is conceived as a way of making architecture perform.",,https://mackbooks.co.uk/,,,,,,,,/assets/images/books/Carroll_MEC_9783865216182.jpg
204,Cartier Bresson,Henri,Henri Cartier Bresson,The Modern Century,MOMA/Galassi,,,,,,,,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
205,Cartier Bresson,Henri,Henri Cartier Bresson,Here and Now,Thames & Hudson,,,,,,,,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
206,Cartier Bresson,Henri,Henri Cartier Bresson,The Decisive Moment,Steidl,,,,,,,,,,,false,,,,https://steidl.de/,,,,,,"Hudson Street Library, NYC",,
207,"Cartier-Bresson, René Burri,Raymond",Henri,"Henri Cartier-Bresson, René Burri,Raymond",Magnum Analog Recovery,LeBAL,2017,35.0,21.0,,2 ring binder,232,First Edition,,,,false,,"LE BAL / French / Self-published / April 2017 / 1st edition / FR. From Robert Capa's D-Day to Gilles Peress Telex Iran to anonymous and never seen before series, this outstanding book published for the current exhibition Magnum Analog Recovery proposes an original and non official walk through the first 30 years of the Magnum Agency. In a large stiff cardboard binder reminiscent of the archive boxes where the photos were found, iconic pictures from the 20th century mix with unknown images from Henri Cartier-Bresson, Eve Arnold, René Burri, Elliott Erwitt, Alex Webb and Gilles Peress. Far from a traditional exhibition catalogue, this outstanding book-object overlaps unique images, posters of various sizes and gorgeous black & white series. A game between what is given to see and what is hidden is slowly revealed to the reader through the folding and unfolding of all the posters and images. Texts and quotes from photographers (notes, letters, excerpts from correspondence and interviews,...) punctuate the sequence and evoke the complexity of all the different approaches within the agency's photographers. Magnum Analog Recovery is a jump in time and a walk through the golden age of the iconic agency that defined the genre of the documentary photography.",,https://www.lebalbooks.com/,Photography,"Photography, War, Photojournalism, Documentary, LEBAL",,,,"Hudson Street Library, NYC",,
208,Caruth,Scott,Scott Caruth,The Semiotics of the Stone,,2013,,,,,,,,,,false,,,,,,,,,,,,
209,Cases,Ricardo,Ricardo Cases,Paloma al Aire,,,,,,,,,,,,false,,,,,,,,,,,,
210,Cassels,Giles,Giles Cassels,Nightfall (signed with print),,,,,,,,,,,,false,,,,,,,,,,,,
211,Cassels,Giles,Giles Cassels,Floatation Tank (signed with print),,,,,,,,,,,,false,,,,,,,,,,,,
212,Casteel,Jordan,Jordan Casteel,Within Reach,New Museum,2020,36.8,27.9,,Paperback,140,New,9780915557233,,,false,,"In her large-scale oil paintings, New York-based artist Jordan Casteel (born 1989) takes up questions of Black subjectivity and representation by examining the gestures, spaces and forms of nonverbal communication that underpin portraiture. “There is a certain amount of mindfulness that it requires ... to be present with someone in a moment.” she explains. “I’ve always had an inclination towards seeing people who might be easily be unseen.” Published for Casteel’s first solo museum exhibition in New York, this volume brings together 40 large-scale paintings from throughout her career, including works from the celebrated series Visible Man (2013-14) and Nights in Harlem (2017), along with recent cropped “subway paintings” and portraits of her students at Rutgers University-Newark. Whether depicting former classmates from Yale, nude and in serene repose; street vendors near her home in Harlem; anonymous New Yorkers huddled on the subway; or her own students, posed largely in domestic interiors among their personal belongings, she explores how both public and private spheres can serve as frames for an inner life. This generously illustrated, oversized publication honors the larger-than-life scale of the artist's work. It is the first comprehensive monographic publication on Casteel’s work and includes texts by Dawoud Bey, Amanda Hunt and Lauren Haynes, and conversations conducted with the artist by Massimiliano Gioni and Thelma Golden.",,,Art,,,,,,,/assets/images/books/Casteel_Within_Reach_9780915557233.jpg
213,Cesura,,Cesura,Cesura Fanzine #02,Cesura,2016,33.0,24.5,,Softcover,72,"Edition of 150, hand-cut pages, Color offset",,,,false,,,,,,,,,,,,
214,Chamberlain,John,John Chamberlain,Choices,Guggenheim,,,,,,,,,,,false,,,,,,,,,,,,
215,Chamberlain,John,John Chamberlain,New Sculpture,Gagosian,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
216,Champassak,Tiane Doan na,Tiane Doan na Champassak,41.667,Siam's guy,2016,,,,Softcover,150,Spiral bound. First edition. Digital offset printing on tracing paper. Limited edition of 150 numbered and signed copies.,,,,true,,"41.667 milliseconds is the amount of time one frame lasts in a 24 fps film. All photographs in this book are appropriated from corroded vintage Scandinavian pornographic films. The book, which is meant to be looked at like a calendar, was printed on tracing paper, reminiscent of transparency films used for Super 8mm projections.",https://champassak.com/,,,,,,,,,/assets/images/books/champassak_41_667.jpg
217,Champassak,Tiane Doan na,Tiane Doan na Champassak,End Or: Pictures Included,,,,,,,,,,,,false,,,https://champassak.com/,,,,,,,,,
218,Champassak,Tiane Doan na,Tiane Doan na Champassak,My Freedom,,,,,,,,,,,,false,,,https://champassak.com/,,,,,,,,,
219,Champassak,Tiane Doan na,Tiane Doan na Champassak,Siam's Guy,RVB Books,,18.0,26.0,,Softcover,72,"ills colour & bw, English",9791090306509,,,false,,"In addition to his personal photographic practice, a French artist of Asian origin, Tiane Doan na Champassak carries out a reflection about anonymous photography, collected via various sources such as Internet, family albums, or magazines. His work often translates into bookmaking and publishing and he has already released over a dozen books. 'Siam's Guy' is his first book blending together his own photography and his re-appropriation practice. The book borrows its title from one of his collected items, 'Siam's Guy', a Thai erotic magazine from the 1960s and 1970s that remained available over the counter in spite of censorship.",https://champassak.com/,,,,,,,,,
220,Champassak,Tiane Doan na,Tiane Doan na Champassak,No Photos,,,,,,,,,,,,false,,,https://champassak.com,,,,,,,,,
221,Champassak,Tiane Doan na,Tiane Doan na Champassak,Looters,,,,,,,,,,,,false,,,https://champassak.com,,,,,,,,,
222,Chaplin,Lewis,Lewis Chaplin,2041,Self-published,2015,24.0,17.0,,Hardcover,126,"Sewn in sections with loose dust jacket, choice of 3 cover photo insert card",9780957472464,,"Ben Weaver, 2041 (texts)",false,,"2041 is an artistic project by Lewis Chaplin in collaboration with Ben Weaver. Over the course of a year, Lewis initiated a collaborative book-making project with 2041, an anonymous 83-year old British man with a fetish for being fully immersed in materials, clothes, and religious dress. The book is the result of access to 2041's hard drive of 60,000 self-portraits, taken over the course of decades to enact and document his obsession. The book contains 72 photographs and 1 illustration, offset lithoprint on coated and uncoated paper.",,,,,,,,"Hudson Street Library, NYC",,/assets/images/books/Chaplin_2041_978_0_9574724_6_4.jpg
223,Charlesworth,Sarah,Sarah Charlesworth,Still,,,,,,,,,,,,false,,,,,,,,,,,,
224,Charlesworth,Sarah,Sarah Charlesworth,Stills,,,,,,,,,,,,false,,,,,,,,,,,,
225,Chessex,Luc,Luc Chessex,Cherchez la femme (Search for the Woman),Musee de l'Elysee Lausanne,,,,,,,,9782883501034,,,false,,,,,,,,,,,,
226,Chessex,Luc,Luc Chessex,Cherchez La Femme,,,,,,,,,,,,false,,,,,,,,,,,,
227,Chetrit,TAlia,TAlia Chetrit,Show Caller,MACK,,,,,,,,,,,false,,,,https://mackbooks.co.uk,,,,,,,,
228,Christopher,Phyliss,Phyliss Christopher,Dark Room,Book Works,2022,28.0,22.4,,Softcover,176,,,,,false,,"Phyllis Christopher’s fearless and tender photographs fuse lesbian sex and queer protest against the backdrop of a city in flux. Relocating to San Francisco from her hometown Buffalo in the late-1980s, Christopher began to collaborate with her subjects to make images in which documentary and performance converge. Dark Room brings together fifteen years of Christopher’s work, negotiating street, club, and studio, with camera in hand, to compose a portrait of a community simultaneously defining radical articulations of queer lesbian sexuality and defending its bodily autonomy in the face of right-wing politics, the AIDS crisis and urban gentrification. Reproducing photographs of startling intensity and sensuality alongside new writing by Susie Bright, Laura Guy, Michelle Tea and an interview with Shar Rednour, Dark Room is a heartfelt record of Christopher’s devotion to an analogue tradition, to the pleasures of photographs and the community that made them.",,,,,,,,,,
