id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
1337,Kenna,Michael,Michael Kenna,One Picture Book Two Vol 17 - Notre Dame,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 17: Notre-Dame de Paris. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1338,Steinmetz,Mark,Mark Steinmetz,One Picture Book Two Vol 16 - Cats,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 16: Cats. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1339,Izu,Kenro,Kenro Izu,One Picture Book Two Vol 15 - Requiem,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 15: Requiem. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1340,Sharma,Manjari,Manjari Sharma,One Picture Book Two Vol 14 - Darshan,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 14: Darshan. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1341,Shibata,Toshio,Toshio Shibata,One Picture Book Two Vol 13 - Gas Stations 1982 1986,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 13: Gas Stations. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1342,Simmons,Laurie,Laurie Simmons,One Picture Book Two Vol 12 - Instant Decorator,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 12: Instant Decorator. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1343,Borensztein,Leon,Leon Borensztein,One Picture Book Two Vol 11 - Tata,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 11: Tata. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1344,Moriyama,Daido,Daido Moriyama,One Picture Book Two Vol 10 - Daido Moto,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 10: Daido Moto. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1345,Zadeh,Susan A.,Susan A. Zadeh,One Picture Book Two Vol 09 - I,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 9: I. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1346,Banning,Jan,Jan Banning,One Picture Book Two Vol 08 - The Sweating Subject,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 8: The Sweating Subject. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1347,Mulno,Michael,Michael Mulno,One Picture Book Two Vol 07 - Residential Variations,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 7: Residential Variations. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1348,Callis,Jo Ann,Jo Ann Callis,One Picture Book Two Vol 06 - Cheap Thrills,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 6: Cheap Thrills. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1349,Ruwedel,Mark,Mark Ruwedel,One Picture Book Two Vol 05 - Studio ER,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 5: Studio E.R. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1350,Mendoza,Tony,Tony Mendoza,One Picture Book Two Vol 04 - Floridadogs,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 4: Floridadogs. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1351,Weems,Carrie Mae,Carrie Mae Weems,One Picture Book Two Vol 03 - Monument,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,9781590054949,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 3: Monument. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,/assets/images/books/Weems_One_Picture_Book_Two_Vol_03_-_Monument_9781590054949.jpg
1352,Hahn,Betty,Betty Hahn,One Picture Book Two Vol 02 - The Lone Ranger,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 2: The Lone Ranger. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1353,Kenna,Michael,Michael Kenna,One Picture Book Two Vol 01 - DMZ The 38th Parallel,Nazraeli Press,2025,21.59,15.24,,Hardcover,,Limited Edition of 500,,,,false,,"Part of the Nazraeli Press One Picture Book Two series, Volume 1: DMZ – The 38th Parallel. Each One Picture Book is limited to 500 numbered copies and includes a removable, signed, original print measuring approximately 5x7 inches.",,https://www.nazraeli.com,Photography,"Photography, Limited Edition, Nazraeli Press, One Picture Book",Photography; Photobooks,,,"Hudson Street Library, NYC",,
1354,Goya,Francisco de,Francisco de Goya,Goya: The Disasters of War,La Fábrica,2025,30.48,24.77,1.65,Hardcover,176,Based on the original 1863 edition,9788410024632,,,false,,"""The Disasters of War"", eighty invented and etched plates by Francisco de Goya. In 1808, at the end of the first siege of Saragossa by Napoleon's troops, Francisco de Goya was invited with a number of other artists to visit the devastated city and arouse the people's patriotic fervour through a series of propaganda pictures and prints. Far from the glorification that had been entrusted to him, what Goya depicted was a universal condemnation of violence. Terribly contemporary, these images continue to assail us more than two hundred years later. To the horrors he saw in Saragossa, Goya added scenes of the famine he witnessed in Madrid and a series of symbolic prints on the post-war period that he entitled ""Emphatic Caprices"", in which he showed the loss of the constitutional ideals with the return of absolutism. The three blocks - War, Famine and Emphatic Caprices - constitute The Disasters of War, a work which Goya completed in 1820 but whose publication was delayed owing to its critical nature until 1863, 35 years after his death. Appearing beneath each figure is a legend or caption, short text - sometimes just one word - which Goya included with expressive precision. The set, numbered by the artist himself, cries out to us with a moving narrative that was unusual for the time in making the denunciation of war its principal theme. The Aragonese artist can thus also be regarded as a pioneer of protest art. The Disasters of War, then, is a book of images for reading. Profoundly humanist, this reading is especially fitting in the context of today's flow of information, marked by the impact of the visual message and of brief texts. It begins with a prelude, ""Sad forebodings of what is to befall"", and culminates in an open ending: ""Truth is dead""; ""Will she rise again?"" That question leaves the door open to hope. Based on the original 1863 edition, this clothbound book faithfully reproduces the first edition of the complete set of 80 works: 1-47 WAR, 48-64 FAMINE, 65-80 EMPHATIC CAPRICES.",,https://www.lafabrica.com,Art,"War, Etchings, Spanish Art, Historical, Political Art, La Fábrica",Art; Individual Artists; Printmaking,,,"Hudson Street Library, NYC","October 29, 2025",/assets/images/books/Goya_Goya_The_Disasters_of_War_9788410024632.jpg
1355,Villareal,Leo,Leo Villareal,Leo Villareal: Coding Light,Monacelli Press/Phaidon,2025,32.4,25.1,,Hardcover,336,First Edition,9781580936538,,"Molly Donovan, Annie Dell'Aria, Sarah Sze",false,,"An expansive monograph of work by acclaimed contemporary artist Leo Villareal, known for his monumental installations employing light and computer technology. Transforming pixels using the zeroes and ones of binary code into dazzling displays of light, Mexican-American artist Leo Villareal creates abstract installations that are icons of public art. Employing artist-created code and custom software, his innovative practice explores chance, rules, and the underlying structure of systems. Features more than 30 works ranging in scale – from exhibitions and immersive architectural commissions like Cosmos at Cornell University, to urban-scale artworks such as his seminal work, Illuminated River, which joins nine central-London bridges along the River Thames in London. Includes 350 illustrations spanning over two decades of the artist's career.",https://www.leovillareal.com,https://www.phaidon.com,Art,"Light Art, Digital Art, Installation Art, Public Art, Contemporary Art, Monacelli",Art; Contemporary Art; Digital Art,,,"Hudson Street Library, NYC","October 29, 2025",/assets/images/books/Villareal_Leo_Villareal_Coding_Light_9781580936538.jpg
1356,Wojnarowicz,David,David Wojnarowicz,David Wojnarowicz: Arthur Rimbaud in New York,Skira,2025,27.94,24.13,,Hardcover,208,First edition,9788857254067,Antonio Sergio Bessa,"Nicholas Martin, Craig Dworkin, Marguerite Van Cook, Phillip Aarons",false,,"In 1978 and 1979, David Wojnarowicz took a series of photographs of a man wearing a paper mask bearing the visage of Arthur Rimbaud, the French poet equally known for his fervid verse and dramatic life. Rimbaud was the instantiation, and perhaps the inventor, of the idea of the young gay hustler of genius. This volume features an introductory essay by Antonio Sergio Bessa contextualizing the series within a foundation of other works across literature, photography and performance. Nicholas Martin explores Wojnarowicz's practice in the context of the rise of the punk movement in downtown Manhattan in the late 1970s. Craig Dworkin explores Rimbaud's years as a runaway youth in Paris during the Commune. Includes an interview with photographer Allen Frame. Features 150 color images.",https://www.davidwojnarowicz.com,https://www.skira.net,Photography,"Photography, LGBTQ Art, Performance Art, Punk, Downtown New York, Skira",Photography; LGBTQ Studies; Performance Art,,,"Hudson Street Library, NYC","October 29, 2025",/assets/images/books/Wojnarowicz_David_Wojnarowicz_Arthur_Rimbaud_in_New_York_9788857254067.jpg
1357,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 01",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1358,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 02.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1359,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 03.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1360,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 04.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1361,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 05.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1362,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 06.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1363,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 07",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1364,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 08.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1365,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 09.",M. Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1366,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 10.","M. Matsuda, Nicole Co.",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1367,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 11.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1368,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 12.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1369,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 13.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1370,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 14.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1371,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 15.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1372,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 16.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1373,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 17.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1374,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 18.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1375,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 18","Nicole Times Publisher, New York",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1376,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 19.","Tokyo : Mitsuhiro Matsuda, 1988",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1377,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 21.","Tokyo : Nicole Co., [©1989]",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1378,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 20","Tokyo : Nicole Co., [©1989]",,,,,,,,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1379,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,5.08,27.94,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1380,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 24.",Nicole Times,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1381,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 26",Nicole Times,,,,,,,,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1382,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1383,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1384,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1385,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 31",Nicole Times Publisher :  Mitsuhero Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1386,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1387,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 32","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1996",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1388,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.",Tokyo : Nicole Ltd.; Mitsuhiro Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1389,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 36","Tokyo : Nicole Times Pubisher Mitsuhiro Matsuda, ©1997",,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1390,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 33",Nicole Times Publisher :  Mitsuhero Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1391,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol. 35",Nicole Times Publisher :  Mitsuhero Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
1392,Matsuda,Mitsuhiro,Mitsuhiro Matsuda,"Nicole times, vol.",Nicole Times Publisher :  Mitsuhero Matsuda,,,,,,,Costume -- Catalogs; Men's clothing -- Catalogs; Fashion photography; Costume; Men's clothing;,,,,false,Yukio Kobayashi,,,,Matsuda Fashion Catalogs,"Fashion, Catalogs, Japanese Fashion, Menswear, 1980s, 1990s",Fashion Photography,,,"Hudson Street Library, NYC",,
