id,row_number,title,author,isbn,issues
928,914,Rob Pruitt's eBay Flea Market Year,"Pruitt, Rob",,missing_cover_image
929,915,The Exquisite Self Portraits Photoshoot,"Pruitt, Rob",,missing_cover_image
930,916,Terrestre,"Pyvka, Arnaud",,missing_cover_image
931,917,Black Rodeo,"Quaicoe, Otis Kwame Kye",9782930573434,missing_cover_image;incomplete_dimensions
933,918,Mel Ramos,"Ramos, Mel",,missing_cover_image
934,919,Mel Ramos: New Prints: Catalogue Raisonné of Original Prints,"Ramos, Mel",9783869844701,missing_cover_image
935,920,Oversized Taschen Book -,"Rauch, Neo",,missing_cover_image
936,921,"Neo Rauch: Paintings Edited by Hans-Werner Schmidt, Bernhart Schwenk","Rauch, Neo",9783775725217,missing_cover_image
937,922,"Neo Rauch: Das Grafische Work, 1993-201","Rauch, Neo",9783775733106,missing_cover_image
938,923,Neo Rauch: Dromos,"Rauch, Neo",,missing_cover_image
939,924,Neo Rauch: Para,"Rauch, Neo",9783832190095,missing_cover_image;incomplete_dimensions
940,925,Neo Rauch Schilfland: Works on Paper by Wolfgang Buscher (2009-09-01),"Rauch, Neo",,missing_cover_image
941,926,Neo Rauch: At the Well,"Rauch, Neo",9781941701119,missing_cover_image
942,927,Neo Rauch: Propaganda,"Rauch, Neo",,missing_cover_image
943,928,Aus dem Bldem / From the Floor,"Rauch, Neo",,missing_cover_image
944,929,Neo Rauch: Renegaten,"Rauch, Neo",9780976913603,missing_cover_image
945,930,Neo Rauch & Rosa Loy: Hinter Den Gärten/Behind the Gardens,"Rauch, Neo",,missing_cover_image
946,931,Neo Rauch Bonnefanten Museum,"Rauch, Neo",,missing_cover_image
949,934,Scenerios,"Rauchenberg, Robert",,missing_cover_image
950,935,Runts,"Rauchenberg, Robert",,missing_cover_image
951,936,Transfer Drawings,"Rauchenberg, Robert",,missing_cover_image
953,938,Rogerio REIS : Ninguém é de Ninguém Impériale Collection n°4,"REIS, Rogerio",,missing_cover_image;incomplete_dimensions
954,939,Strip Paintings and 8 Glass Panels,"Richter, Gerhard",,missing_cover_image
955,940,Gerhard Richter: Abstraktes Bild 825-11: 69 Details,"Richter, Gerhard",,missing_cover_image
956,941,Overpainted Photographs,"Richter, Gerhard",,missing_cover_image
957,942,Painting After All,"Richter, Gerhard",,missing_cover_image
958,943,Landscape,"Richter, Gerhard",,missing_cover_image
959,944,Gerhard Richter: tails,"Richter, Gerhard",,missing_cover_image
960,945,Portraits,"Richter, Gerhard",,missing_cover_image
961,946,Atlas,"Richter, Gerhard",,missing_cover_image
962,947,Portraits Painting Appearances,"Richter, Gerhard",,missing_cover_image
963,948,Gerhard Richter: Life and Work in Painting Thinking is Painting,"Richter, Gerhard",9783791386515,missing_cover_image;incomplete_dimensions
964,949,Tom,"Rickard, Doug",,missing_cover_image
965,950,78-87 London Youth,"Ridgers, Derek",9788862083591,incomplete_dimensions
966,951,Pixel Forest,"Rist, Pipilotti",,missing_cover_image
967,952,The video organism of Pipilotti,"Rist, Pipilotti",,missing_cover_image
968,953,[MISSING],"Robert Adams, Robert",,missing_title;missing_cover_image
969,954,Walter Robinson paintings on paper 2009 - 2020,"Robinson, Walter",,missing_cover_image;incomplete_dimensions
970,955,Liquid Cities,"Rodick, Frank",,missing_cover_image
971,956,Giappone 1970,"Rodland, Torbjorn",,missing_cover_image
972,957,Fifth Honeymoon,"Rodland, Torbjorn",,missing_cover_image
973,958,Vanilla Partner,"Rodland, Torbjorn",,missing_cover_image
974,959,Sasquatch Century,"Rodland, Torbjorn",,missing_cover_image
975,960,Confabulations,"Rodland, Torbjorn",,missing_cover_image
976,961,The Touch That Made You,"Rodland, Torbjorn",,missing_cover_image
978,963,Time and Space on the Lower East Side,"Rose, Brian",,missing_cover_image
979,964,Headshots,"Rosenberg, Aura",,missing_cover_image
980,965,James Rosenquist: the Big Paintings: Thirty Years,"Rosenquist, James",9780847818457,missing_cover_image
981,966,James Rosenquist,"Rosenquist, James",,missing_cover_image
982,967,The Early Pictures,"Rosenquist, James",,missing_cover_image
984,969,Welcome to the Walter Planet and House of Fire 1988-1989,"Rosenquist, James",,missing_cover_image
985,970,King of Diamonds,"Rosenweig, Ben",,missing_cover_image
986,971,King Of Diamonds,"Rosenzweig, Ben",,missing_cover_image
987,972,Mimmo Rotella,"Rotella, Mimmo",,missing_cover_image
988,973,American Icons and Early Work,"Rotella, Mimmo",,missing_cover_image
989,974,Work Tables & Tischmatten,"Roth, Dieter",,missing_cover_image
990,975,Landing Lights Park,"Rothenberg, David",,missing_cover_image
991,976,Dark Palette,Rothko,,missing_cover_image
992,977,Secrets,"Roversi, Paolo",,missing_cover_image
993,978,Superstition,"Roy, Henry",,missing_cover_image
994,979,Chron,"Ruby, Sterling",,missing_cover_image
995,980,LA/BJ,"Ruby, Sterling",,missing_cover_image
996,981,Interieurs,"Ruff, Thomas",,missing_cover_image
997,982,Lichten,"Ruff, Thomas",,missing_cover_image
998,983,Editions 1959-1999,"Ruscha, Edward",,missing_cover_image
999,984,Karma,"Ruscha, Edward",,missing_cover_image
1000,985,Paintings Volume One,"Ruscha, Edward",,missing_cover_image
1001,986,Photographer,"Ruscha, Edward",,missing_cover_image
1002,987,Los Angeles Apartments,"Ruscha, Edward",,missing_cover_image
1003,988,Photography,"Ruscha, Edward",,missing_cover_image
1004,989,Metro Mattresses,"Ruscha, Edward",,missing_cover_image
1005,990,The Tree Show,"Ryden, Mark",,missing_cover_image
1007,991,Tea Ceremony Manual,"Sachs, Tom",,missing_cover_image
1008,992,Discordia,"Saman, Moises",,missing_cover_image
1009,993,Diary of a Forgotten Actress: 1972-1979,"Samsom, Marja",,missing_cover_image
1010,994,Moisés,"Sancari, Mariela",,missing_cover_image;incomplete_dimensions
1011,995,Ex Libris,"Santo Domingo, Juilo Mario",,missing_cover_image
1012,996,Of Mud and Lotus,"Sassen, Viviane",,missing_cover_image
1013,997,Sketches Polaroids made in Africa 2002- 2010,"Sassen, Viviane",,missing_cover_image
1014,998,Roxane II,"Sassen, Viviane",,missing_cover_image
1015,999,Crime and Punishment,"Saul, Peter",9781838660796,incomplete_dimensions
1016,1000,[MISSING],"Saunders, Norman",,missing_title;missing_cover_image
1017,1001,Landscapes (original Risograph print),"Saveri, Lele",,missing_cover_image
1018,1002,Elips,"Saville, Jenny",,missing_cover_image
1019,1003,Peter Saville Estate 1-127,"Saville, Peter",,missing_cover_image
1020,1004,Designed By Peter Saville,"Saville, Peter",,missing_cover_image
1021,1005,Nagisa Hotel,"Sawatari, Hajime",9784905052890,missing_cover_image
1022,1006,Passengers,"Schabel, John",,missing_cover_image
1023,1007,Always there,"Scher, Julia",,missing_cover_image
1026,1010,All I Ever Wanted,"Scheurwater, Hester",9791091406291,missing_cover_image
1030,1014,Waffenruhe (Ceasefire),"Schmidt, Michael",,missing_cover_image
1031,1015,NATUR,"Schmidt, Michael",,missing_cover_image
1032,1016,Artists,"Schmidt, Jason",,missing_cover_image
1033,1017,Artists II,"Schmidt, Jason",,missing_cover_image
1034,1018,Private Views: A High-Rise Panorama of Manhattan,"Schmied, Andi",9788070912560,missing_cover_image;incomplete_dimensions
1035,1019,Maneater,"Schmit, Aurel",,missing_cover_image
1036,1020,Draw A Family,"Schnabel, Julian",,missing_cover_image
1037,1021,Polaroids,"Schnabel, Julian",,missing_cover_image
1038,1022,Beautiful Pig,"Schonberger, Ben",,missing_cover_image
1039,1023,Contacts,"Schorr, Collier",,missing_cover_image
1040,1024,Paul's Book,"Schorr, Collier",,missing_cover_image
1042,1026,I Blame Jordan,"Schorr, Collier",,missing_cover_image
1043,1027,Neighbors/Nachbarn,"Schorr, Collier",,missing_cover_image
1044,1028,How to Win Friends and Influence People,"Schubert, Erik",,missing_cover_image
1045,1029,Ernst Schwitters in Norway: Photographs 1930-1960 (Multilingual Edition),"Schwitters, Ernst",,missing_cover_image;incomplete_dimensions
1046,1030,Things Left Unsaid,"Seawright, Paul",,missing_cover_image
1047,1031,Paul Mpagi Sepuya,"Sepuya, Paul Mpagi Sepuya",,missing_cover_image
1048,1032,Serra 2013,"Serra, Richard",,missing_cover_image
1049,1033,Richard Serra Early Work,"Serra, Richard",,missing_cover_image
1050,1034,Richard Serra Drawing,"Serra, Richard",,missing_cover_image
1051,1035,East-West/West-East,"Serra, Richard",,missing_cover_image
1052,1036,Khichdi (kitchari),"Sethi, Nick",,missing_cover_image
1053,1037,Pul Ke Niche,"Sethi, Nick",,missing_cover_image
1054,1038,No Time for Love,"Sevigny, Chloe",,missing_cover_image
1055,1039,The People on the Street,"Shafran, Nigel",,missing_cover_image
1056,1040,Before and After Night Porter,"Shaw, Chris",,missing_cover_image
1057,1041,Jeremy Shaw,"Shaw, Jeremy",,missing_cover_image
1058,1042,43-35 10th Street,"Shea, Daniel",9783037470862,incomplete_dimensions
1059,1043,"Blisner, IL","Shea, Daniel",,missing_cover_image
1060,1044,Steven Shearer,"Shearer, Steven",,missing_cover_image
1062,1046,Blind Date,"Shiga, Lieko",,missing_cover_image
1063,1047,Deko + Munition,"Shiinoki, Shunsuke",,missing_cover_image
1065,1049,Olele Olala,"Shinoyama, Kishin",,missing_cover_image
1066,1050,I Wish I Never Saw the Sunshine.,"Silano, Pacifico",9781912719242,missing_cover_image;incomplete_dimensions
1067,1051,Tear Sheets,"Silano, Pacifico",,missing_cover_image
1069,1053,Inch by Inch House by House Alley by Alley,"Silva, Giovanna",,missing_cover_image
1070,1054,The Love Doll,"Simmons, Laurie",,missing_cover_image
1071,1055,Photographs 1978/79,"Simmons, Laurie",,missing_cover_image
1072,1056,[MISSING],"Simmons, Gary",,missing_title;missing_cover_image
1073,1057,Paperwork And The Will Of Capital,"Simon, Taryn",,missing_cover_image
1074,1058,The Color of a Flea’s Eye: The Picture Collection,"Simon, Taryn",9782851173140,missing_cover_image
1077,1061,"Rear Views, a Star-forming Nebula, and the Office of Foreign Propaganda","Simon, Taryn",9781849762359,missing_cover_image
1078,1062,Birds of the West Indies,"Simon, Taryn",9783775736633,incomplete_dimensions
1079,1063,Supreme,"Sims, David",,missing_cover_image
1080,1064,Siam's Guy,"Sims; Hawkesworth, Jamie;, David",,missing_cover_image
1084,1068,VISTA,"Snapp, Colin",,missing_cover_image
1085,1069,With And Without You,"Sobol, Jacob Aue",,missing_cover_image
1086,1070,Let's Panic,"Sorrenti; Goldberg,Jim, Davide",,missing_cover_image
1087,1071,A Pound of Pictures,"Soth, Alec",9781913620110,incomplete_dimensions
1088,1072,Gathered Leaves,"Soth, Alec",9781910164365,missing_cover_image
1089,1073,Songbook,"Soth, Alec",,missing_cover_image
1090,1074,Voyeur (gray cover),"Souharce, Emma",9783906213040,missing_cover_image
1091,1075,Love Journal 2015,"Spears, Mike",,missing_cover_image
1092,1076,Temporary Discomfort,"Spinatsch, Jules",,missing_cover_image
1093,1077,Semiautomatic Photography,"Spinatsch, Jules",9783959052924,incomplete_dimensions
1094,1078,We will never be so close again,"Spinatsch, Jules",9783037470015,missing_cover_image;incomplete_dimensions
1095,1079,Devils & Angels Ritual Feasts in Europe,"Spoelstra, Friso",9789462260962,missing_cover_image
1096,1080,Whitewash,"Srikhao, Harit",,missing_cover_image
1097,1081,Deadline,"Steacy, Will",,missing_cover_image
1098,1082,Luke Stephenson's 99x99s,"Stephenson, Luke",9780995743410,missing_cover_image
1099,1083,John Stezaker: Rubell Family Collection,"Stezaker, John",,missing_cover_image
1100,1084,I Will Survive,"Steyerl, Hito",,missing_cover_image
1101,1085,New York,"Stieglitz, Alfred",,missing_cover_image
1102,1086,Folklig Idrott (Folk-athletic games),"Still, Maximilian",,missing_cover_image
1104,1088,Les Nuits De,"Strömholm, Christer",9788416282159,missing_cover_image
1105,1089,Walking,"Struth, Thomas",,missing_cover_image
1106,1090,Matera 1953,"Struth, Thomas",,missing_cover_image
1107,1091,Nature & Politics,"Struth, Thomas",,missing_cover_image
1108,1092,Vernacular Photography,"Struvay, Thierry",,missing_cover_image
1109,1093,Love & Hate & Other Mysteries,"Struvay, Thierry",,missing_cover_image
1110,1094,Pictures from Home,"Sultan, Larry",,missing_cover_image
1111,1095,Tekerrur (Recurrence),"Sume, Selim",,missing_cover_image
1112,1096,Radial Grammar,"Suter, Batia",,missing_cover_image
1113,1097,Parallel Encyclopedia,"Suter, Batia",,missing_cover_image
1114,1098,Hexamilies (Mont-Voisin),"Suter, Batia",9789491843426,missing_cover_image
1115,1099,Parallel Encyclopedia #2,"Suter, Batia",9789491843761,missing_cover_image
1116,1100,Parallel Encyclopedia #1,"Suter, Batia",9789492811981,missing_cover_image
1117,1101,Cloud Service (Special Edition),"Suter, Batia",,missing_cover_image
1118,1102,Sender,"Sutherland, Peter",,missing_cover_image
1119,1103,Swoon,Swoon,,missing_cover_image
1120,1104,[MISSING],Swoon,,missing_title;missing_cover_image
1121,1105,De nuit en jour,"Sze, Sarah",,missing_cover_image
1123,1106,ecollage,"Tei, Towa",,missing_cover_image
1124,1107,Mondschwimmen,"Teichmann, Esther",9780955675133,missing_cover_image
1125,1108,Season Three,"Teller, Juergen",,missing_cover_image
1126,1109,Hairdos of Defiance,"Templeton, Ed",,missing_cover_image
1127,1110,Contemporary Suburbium,"Templeton, Ed & Deanna",,missing_cover_image
1128,1111,Wayward Cognitions,"Templeton, Ed",,missing_cover_image
1129,1112,Showboat Special Edition,"The Mott Collection (Toby Mott, editor)",,missing_cover_image
1131,1114,"Delicious Metropolis: The Desserts and Urban Scenes of Wayne Thiebaud (Fine Art Book, California Artist Gift Book, Book of Cityscapes and Sweets)","Thiebaud, Wayne",9781452169934,missing_cover_image
1132,1115,Miroslav Tichy - L'homme A La Mauvaise Camera,"Tichy, Miroslav",9782916067650,missing_cover_image
1133,1116,Edit Beijing,"Tillim, Guy",,missing_cover_image
1134,1117,Stained Ripe Impure Bright,"Tillmans, Wolfgang",,missing_cover_image
1135,1118,Wolfgang Tillmans. Cologne,"Tillmans, Wolfgang",,missing_cover_image
1136,1119,Wolfgang Tillmans. Zurich,"Tillmans, Wolfgang",,missing_cover_image
1137,1120,Wolfgang Tillmans. Frankfurt am Main,"Tillmans, Wolfgang",,missing_cover_image
1138,1121,Wer Liebe wagt lebt morgen. Ostfildern-Ruit,"Tillmans, Wolfgang",,missing_cover_image
1139,1122,Concorde - Cologne,"Tillmans, Wolfgang",,missing_cover_image
1140,1123,Wolfgang Tillmans - Burg,"Tillmans, Wolfgang",,missing_cover_image
1141,1124,"Cologne: Taschen, 1998","Tillmans, Wolfgang",,missing_cover_image
1142,1125,"Reissued as Wolfgang Tillmans, 2002","Tillmans, Wolfgang",,missing_cover_image
1143,1126,"Totale Sonnenfinsternis. Cologne: Galerie Buchholz, 1999","Tillmans, Wolfgang",,missing_cover_image
1144,1127,"Wako Book 1999. Tokyo: Wako Works of Art, 1999","Tillmans, Wolfgang",,missing_cover_image
1145,1128,"Soldiers—The Nineties. Cologne: Walther König, 1999.","Tillmans, Wolfgang",9783883753775,missing_cover_image
1146,1129,"Wako Book 2. Tokyo: Wako Works of Art, 2001.","Tillmans, Wolfgang",9784902070197,missing_cover_image
1147,1130,"Portraits. Cologne: Walther König / Distributed Art Publishers, 2001.","Tillmans, Wolfgang",9781891024368,missing_cover_image
1148,1131,"Aufsicht / View from Above. Ostfildern-Ruit: Hatje Cantz, 2001","Tillmans, Wolfgang",,missing_cover_image
1151,1134,"If One Thing Matters, Everything Matters. London: Tate, 2003","Tillmans, Wolfgang",,missing_cover_image
1152,1135,"Wako Book 3. Tokyo: Wako Works of Art, 2004.","Tillmans, Wolfgang",9784902070251,missing_cover_image
1153,1136,"Freischwimmer. Tokyo: Tokyo Opera City Gallery, 2004","Tillmans, Wolfgang",,missing_cover_image
1154,1137,"truth study center. Cologne: Taschen, 2005.","Tillmans, Wolfgang",9783822846406,missing_cover_image
1155,1138,"Freedom From The Known. New York and Göttingen: P.S.1/Steidl, 2006.","Tillmans, Wolfgang",9783865212638,missing_cover_image
1156,1139,"Wolfgang Tillmans. Los Angeles. New Haven and London: Museum of Contemporary Art, Chicago; Hammer Museum, Los Angeles, 2006.","Tillmans, Wolfgang",9780300120222,missing_cover_image
1157,1140,"Why We Must Provide HIV Treatment Information. London: HIV i-base, 2007. Photography by Tillmans.","Tillmans, Wolfgang",,missing_cover_image
1158,1141,"Sprengel Installation. Hannover: Sprengel Museum, 2007","Tillmans, Wolfgang",,missing_cover_image
1159,1142,"manual. Cologne: Walther König, 2007.","Tillmans, Wolfgang",9783865601322,missing_cover_image
1160,1143,"Wolfgang Tillmans and Hans Ulrich Obrist. The Conversation Series, Vol. 6. Cologne: Walther König, 2007.","Tillmans, Wolfgang",9783865601339,missing_cover_image
1161,1144,"Wako Book 4. Tokyo: Wako Works of Art, 2008.","Tillmans, Wolfgang",9784902070316,missing_cover_image
1162,1145,"Lighter. Ostfildern and Berlin: Hatje Cantz and Hamburger Bahnhof—Museum für Gegenwart—Berlin, 2008.","Tillmans, Wolfgang",9783775721875,missing_cover_image
1163,1146,"Wolfgang Tillmans: Interviews. Tokyo: Wako Works of Art, 2010","Tillmans, Wolfgang",,missing_cover_image
1164,1147,"Wolfgang Tillmans. London: Serpentine Gallery; Koenig Books, 2010","Tillmans, Wolfgang",,missing_cover_image
1165,1148,"Wolfgang Tillmans. Brochure. Liverpool: Walker Art Gallery, 2010","Tillmans, Wolfgang",,missing_cover_image
1166,1149,Abstract Pictures,"Tillmans, Wolfgang",9783775727433,incomplete_dimensions
1167,1150,"Zachęta Ermutigung. Zachęta Narodowa Galeria Sztuki, Kunstsammlung Nordrhein-Westfalen, Düsseldorf, 2011","Tillmans, Wolfgang",,missing_cover_image
1168,1151,"FESPA Digital / FRUIT LOGISTICA. Artist book. Cologne: Walther König, 2012","Tillmans, Wolfgang",,missing_cover_image
1169,1152,"Neue Welt. Cologne: Taschen, 2012.","Tillmans, Wolfgang",9783836539746,missing_cover_image
1170,1153,"Wolfgang Tillmans. London and New York: Phaidon, 2013.","Tillmans, Wolfgang",9780714867045,missing_cover_image
1171,1154,Conor Donlon,"Tillmans, Wolfgang",,missing_cover_image;incomplete_dimensions
1172,1155,Wolfgang Tillmans: A Reader,"Tillmans, Wolfgang",9781633451124,missing_cover_image
1173,1156,Snoeck,"Tobias, Oert & Uwe",,missing_cover_image
1175,1158,Dollars for 3 Minutes,"Toloui, Cammie",,missing_cover_image
1176,1159,Chicha Dreams,"Torres, Nicolas",,missing_cover_image
1177,1160,Une Genealogie Des Grandes Oreilles (French Edition),"Tortil, Lauren",9791096155095,missing_cover_image
1178,1161,Dolce Via,"Traub, Charles H.",,missing_cover_image
1179,1162,[MISSING],"Trecartin, Ryan",,missing_title;missing_cover_image
1180,1163,Rockoco,"Trillo, Miguel",,missing_cover_image
1181,1164,Frido Troost An Educational Archive of 2863 Slides,"Troost, Frido",9789493146396,missing_cover_image;incomplete_dimensions
1182,1165,Comme des Garçons 1981,"Turbeville, Deborah",,missing_cover_image
1183,1166,Ende,"Tuymans, Luc",,missing_cover_image
1184,1167,Proper,"Tuymans, Luc",,missing_cover_image
1185,1168,Luc Tuymans,"Tuymans, Luc",,missing_cover_image
1186,1169,Cy Twombly,"Twombly, Cy",,missing_cover_image
1187,1170,In Beauty It Is Finished,"Twombly, Cy",,missing_cover_image
1188,1171,Photographs III,"Twombly, Cy",,missing_cover_image
1190,1172,Real Nazis,"Uklanski, Piotr",,missing_cover_image
1192,1173,Archive of Modern Conflict: Soviet Beauty Queens,VA,,missing_cover_image;incomplete_dimensions
1193,1174,CREDIT -120.00,VA,,missing_cover_image
1194,1175,Images of Conviction: The Construction of Visual Evidence (Beaux livres),VA,9782365110839,missing_cover_image
1195,1176,Holding the Camera,VA,9783959053495,incomplete_dimensions
1196,1177,Berlin 2013/1983,VA,9783931435424,missing_cover_image
1199,1180,Light (WMA),VA,,missing_cover_image
1200,1181,Automated Photography,VA,,missing_cover_image;incomplete_dimensions
1202,1183,Ecal Photography,VA,9783775737258,incomplete_dimensions
1204,1185,Houseplants Covered With Snow & Houseplants,"Van Beek, Ruth",,missing_cover_image
1206,1187,Paris Mortel,"van der Keuken, Johan",,missing_cover_image
1207,1188,Soon,"van der Put, Emma",9789493146372,incomplete_dimensions
1208,1189,Photo Book (s),"Van Golden, Daan",9783863354213,missing_cover_image
1209,1190,Bench Players,"van Mirrlo, Rop",9783907179383,missing_cover_image
1210,1191,Can't pay you to Disappear,"Vandenberghe, Thomas",,missing_cover_image
1211,1192,Kiki / 12,"Vanderperre, Willy",,missing_cover_image
1212,1193,Jonas / 12,"Vanderperre, Willy",,missing_cover_image
1213,1194,Photobook Phenomenon,Various,,missing_cover_image
1214,1195,Nudes Curated By Julien Dossena,Various,,missing_cover_image
1215,1196,Nuogo Kuno Teorija / Theory of a Naked Body,Various,,missing_cover_image
1216,1197,"Yes, Yes Yes Alternative Press",Various,,missing_cover_image
1217,1198,Untitled Anonymous,Various,,missing_cover_image
1218,1199,Prkynka na maso jsme urizli,Various,,missing_cover_image
1219,1200,"SPBN Self Publish, Be Naughty",Various (75),,missing_cover_image
1220,1201,AKINA Publishers,Various-Artists,,missing_cover_image;incomplete_dimensions
1221,1202,EROTISH (book + print),"Vincent, Julia et",9789493146587,missing_cover_image;incomplete_dimensions
1222,1203,Homo Viksraitis,"Virsraitis, Rimaldas",,missing_cover_image
1228,1208,Out of Body,"Walton, Nate",9788799662838,missing_cover_image
1229,1209,Made Glorious Summer,"Waplington, Nick",,missing_cover_image
1230,1210,Anaglypta 1980-2020,"Waplington, Nick",9781838035495,missing_cover_image;incomplete_dimensions
1231,1211,Warhol : le grand monde d'Andy Warhol,"Warhol, Andy",9782711855551,missing_cover_image
1232,1212,Andy Warhol,"Warhol, Andy",,missing_cover_image
1233,1213,Andy Warhol The Last Decade,"Warhol, Andy",,missing_cover_image
1236,1216,Warhol from the Sonnabend Collection,"Warhol, Andy",,missing_cover_image
1237,1217,Rock Punk Disco,"Watanabe, Katsumi",,missing_cover_image
1238,1218,War Sand,"Weber, Donald",,missing_cover_image
1239,1219,[MISSING],"Weens, Carrie Mae",,missing_title;missing_cover_image
1240,1220,Function,"Weir, Harley",,missing_cover_image
1241,1221,[MISSING],"Weiwei, Ai",,missing_title;missing_cover_image
1242,1222,艾未未: 纽约1983-1993,"Weiwei, Ai",9789889966782,missing_cover_image
1243,1223,On The Table,"Weiwei, Ai",,missing_cover_image
1244,1224,Franz West: The 1990's,"West, Franz",,missing_cover_image
1245,1225,The Powder,"Weyland, Jocko",0984454624,missing_cover_image
1246,1226,The Powder,"Weyland (ed), Jocko",,missing_cover_image
1247,1227,Peer to Peer,"Whitaker, Hannah",,missing_cover_image
1248,1228,"Michael Williams by Eric Crosby, Michael Williams, et al.","Wiliams, Michael",9780880390583,missing_cover_image
1249,1229,Michael Williams: Things You Shouldn't Understand,"Wiliams, Michael",9781942607632,missing_cover_image;incomplete_dimensions
1250,1230,"Michael Williams by Dan Nadel, George Pendle, et al. | Aug 25, 2015","Wiliams, Michael",,missing_cover_image
1251,1231,Michael Williams: Traditional Cornish Cottages,"Wiliams, Michael",,missing_cover_image
1252,1232,Michael Williams: How to Ruin an Omelet,"Wiliams, Michael",,missing_cover_image
1254,1234,Archaologie Beaux Arts Ethnography Theatre-Verite,"Williams, Christopher",,missing_cover_image
1255,1235,Details (unique work),"Williams, Sue",,missing_cover_image
1256,1236,The Man in the Crowd: The Uneasy Streets of Garry Winogrand,"Winogrand, Gary",9781881337058,missing_cover_image
1257,1237,Chloe Wise,"Wise, Chloe",9780692766163,missing_cover_image;incomplete_dimensions
1258,1238,Second Nature,"Wise, Chloe",,missing_cover_image
1259,1239,David Wojnarowicz,"Wojnarowicz, David",,missing_cover_image
1260,1240,[MISSING],"Wolfson, Jordan",,missing_title;missing_cover_image
1261,1241,[MISSING],"Wong, Mathew",,missing_title;missing_cover_image
1262,1242,24 Tennis Court Drawings,"Wood, Jonas",9784910574011,incomplete_dimensions
1263,1243,Jonas Wood,"Wood, Jonas",,missing_cover_image
1265,1245,Westtexaspsychosculpture,"Wool, Christopher",,missing_cover_image
1266,1246,East Broadway Breakdown,"Wool, Christopher",,missing_cover_image
1267,1247,can your monkey do the dog,"Wool, Christopher",,missing_cover_image
1268,1248,Yard,"Wool, Christopher",9783947127078,incomplete_dimensions
1269,1249,Road,"Wool, Christopher",9783935567954,missing_cover_image;incomplete_dimensions
1270,1250,Swamp,"Wool, Christopher",9783947127160,incomplete_dimensions
1271,1251,Psychopts,"Wool, Christopher",,missing_cover_image
1272,1252,Lose my Number,"Wright, iO Tillett",,missing_cover_image
1273,1253,Selected Works 1970-2015,"Wurtz, B",9781903655375,missing_cover_image
1275,1254,Gengetsu,"Yabuki, Takemi",,missing_cover_image
1276,1255,Berlin / Deep in Thought,"Yamawaki, Toshitsugu",,missing_cover_image
1277,1256,Dimension of Vision,"Yamawaki, Toshitsugu",,missing_cover_image
1278,1257,Amma,"Yogananthan, Vasantha",,missing_cover_image;incomplete_dimensions
1280,1259,Site | Cloud,"Yokota, Daisuke",,missing_cover_image
1281,1260,Vertigo,"Yokota, Daisuke",,missing_cover_image
1282,1261,Toransupearento,"Yokota, Daisuke",,missing_cover_image
1283,1262,Spew (limited edition),"Yokota, Daisuke",,missing_cover_image
1284,1263,Effect Twin P T H (signed),"Yokota, Daisuke",,missing_cover_image
1285,1264,CELL (Type C) signed by Daisuke Yokota,"Yokota, Daisuke",,missing_cover_image
1286,1265,CELL (Type A) signed by Daisuke Yokota,"Yokota, Daisuke",,missing_cover_image
1287,1266,CELL (Type D) signed by Daisuke Yokota,"Yokota, Daisuke",,missing_cover_image
1288,1267,CELL (Type B) signed by Daisuke Yokota,"Yokota, Daisuke",,missing_cover_image
1289,1268,Nocturnes (2 copies),"Yokota, Daisuke",,missing_cover_image
1290,1269,Towards The North (signed),"Yokota, Daisuke",,missing_cover_image
1291,1270,AMS Trip Zine 02 (type B),"Yokota, Daisuke",,missing_cover_image
1292,1271,[MISSING],"Yokota, Daisuke",,missing_title;missing_cover_image
1293,1272,Taratine,"Yokota, Daisuke",,missing_cover_image
1294,1273,Vanity,"Young, Coco",9782940524020,missing_cover_image
1295,1274,Small Paintings 1993-2004,"Yuskavage, Lisa",,missing_cover_image
1296,1275,Yuskavage,"Yuskavage, Lisa",,missing_cover_image
1297,1276,[MISSING],"Yuskavage, Lisa",,missing_title;missing_cover_image
1299,1277,What to Want,"Zieher, Scott",9781941556016,missing_cover_image
1301,1279,New York,"Ziff, Lloyd",,missing_cover_image
1303,1281,Down And Out In Moscow,"Zownir, Miron",9783942547345,missing_cover_image
1305,1283,One Picture Book Two Vol 46 - Susan Zadeh Toer,"Zadeh, Susan",,missing_cover_image;incomplete_dimensions
1306,1284,One Picture Book Two Vol 48 - Kimono,"Hosoe, Eikoh",,missing_cover_image;incomplete_dimensions
1307,1285,One Picture Book Two Vol 47 - Paperworks,"Casagrande, Benedetta",,missing_cover_image;incomplete_dimensions
1308,1286,One Picture Book Two Vol 48 - Italian Cars,"Divola, John",,missing_cover_image;incomplete_dimensions
1309,1287,Stay away from nothing,"Thek, Paul",9798988573685,incomplete_dimensions
1310,1288,One Picture Book Two Vol 44 - To Utah 85,"Sohier, Sage",,missing_cover_image;incomplete_dimensions
1311,1289,One Picture Book Two Vol 43 - Highway 61 to Honeyboy,"Dunas, Jeff",,missing_cover_image;incomplete_dimensions
1312,1290,One Picture Book Two Vol 42 - Lookout on Highway 74,"Plumb, Mimi",,missing_cover_image;incomplete_dimensions
1313,1291,One Picture Book Two Vol 41 - Living on Lava,"Foglia, Lucas",,missing_cover_image;incomplete_dimensions
1314,1292,One Picture Book Two Vol 40,"Weems, Carrie Mae",9781590055748,incomplete_dimensions
